Cidade Considerada;Região Administrativa;Ano Óbito;Mês Óbito;Mês Descrição;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etária;Idade;Hora Acidente;Tipo Vítima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia;KM Arredondado;Outro Veículo Envolvido
AMERICANA;Campinas;2015;7;JULHO;NAO DISPONIVEL;NOITE;ATROPELAMENTO;PEDESTRE;75-79;75;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
FRANCO DA ROCHA;Metropolitana de São Paulo;2015;7;JULHO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;55-59;57;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
CAMPO LIMPO PAULISTA;Campinas;2015;7;JULHO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
ITUPEVA;Campinas;2015;7;JULHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;55-59;56;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
VARZEA PAULISTA;Campinas;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;57;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
JARINU;Campinas;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
JARINU;Campinas;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;18;;PEDESTRE;PUBLICO;TERÇA;Rodovias;;;;;
JARINU;Campinas;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;75-79;79;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;45-49;47;;NAO DISPONIVEL;NAO DISPONIVEL;SEXTA;Vias Municipais;;;;;
RAFARD;Campinas;2015;7;JULHO;FEMININO;TARDE;COLISAO;AUTOMOVEL;55-59;58;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
RIO DAS PEDRAS;Campinas;2015;7;JULHO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;60-64;61;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;;;;;
SANTA BARBARA D OESTE;Campinas;2015;7;JULHO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
ITIRAPINA;Campinas;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO JOAO DA BOA VISTA;Campinas;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;50-54;51;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;;;
AGUAS DA PRATA;Campinas;2015;7;JULHO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
ARARAS;Campinas;2015;7;JULHO;FEMININO;NOITE;COLISAO;AUTOMOVEL;0-17;4;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;;;;;
PIRACICABA;Campinas;2015;7;JULHO;FEMININO;NOITE;COLISAO;AUTOMOVEL;35-39;37;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
PIRACICABA;Campinas;2015;7;JULHO;FEMININO;NOITE;COLISAO;AUTOMOVEL;55-59;56;;PASSAGEIRO;PUBLICO;SEXTA;Rodovias;;;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;18-24;23;;NAO DISPONIVEL;PUBLICO;SÁBADO;Vias Municipais;;;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;TARDE;OUTROS;CAMINHAO;70-74;73;;CONDUTOR;PUBLICO;TERÇA;Rodovias;;;;;
PIRACICABA;Campinas;2015;7;JULHO;FEMININO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;94;;NAO DISPONIVEL;PUBLICO;TERÇA;Vias Municipais;;;;;
LIMEIRA;Campinas;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEXTA;Rodovias;;;;;
LIMEIRA;Campinas;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;47;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
LIMEIRA;Campinas;2015;7;JULHO;FEMININO;MADRUGADA;CHOQUE;NAO DISPONIVEL;30-34;33;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
RIO CLARO;Campinas;2015;7;JULHO;NAO DISPONIVEL;NOITE;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
SANTA BARBARA D OESTE;Campinas;2015;7;JULHO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;TERÇA;Rodovias;;;;;
SUMARE;Campinas;2015;7;JULHO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;0-17;16;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
BRAGANCA PAULISTA;Campinas;2015;7;JULHO;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;35-39;35;;NAO DISPONIVEL;NAO DISPONIVEL;SEXTA;Vias Municipais;;;;;
BRAGANCA PAULISTA;Campinas;2015;7;JULHO;MASCULINO;MANHA;OUTROS;AUTOMOVEL;50-54;50;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;;;;;
BRAGANCA PAULISTA;Campinas;2015;7;JULHO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
MOGI GUACU;Campinas;2015;7;JULHO;MASCULINO;NOITE;CHOQUE;NAO DISPONIVEL;35-39;37;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
INDAIATUBA;Campinas;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;68;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
INDAIATUBA;Campinas;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
INDAIATUBA;Campinas;2015;7;JULHO;FEMININO;TARDE;COLISAO;MOTOCICLETA;35-39;37;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;;;;;
JUNDIAI;Campinas;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;QUARTA;Rodovias;;;;;
JUNDIAI;Campinas;2015;7;JULHO;MASCULINO;NOITE;COLISAO;OUTROS;NAO DISPONIVEL;NAO DISPONIVEL;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
JUNDIAI;Campinas;2015;7;JULHO;FEMININO;NOITE;COLISAO;MOTOCICLETA;0-17;16;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
ATIBAIA;Campinas;2015;7;JULHO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;60-64;64;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
BASTOS;Marília;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;30-34;34;;PEDESTRE;NAO DISPONIVEL;SEXTA;Vias Municipais;;;;;
COLOMBIA;Barretos;2015;7;JULHO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;55-59;56;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
COLOMBIA;Barretos;2015;7;JULHO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;65-69;65;;PEDESTRE;PUBLICO;SÁBADO;Rodovias;;;;;
COLOMBIA;Barretos;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;70-74;71;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;;;
JALES;São José do Rio Preto;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;32;;PASSAGEIRO;PUBLICO;SÁBADO;Rodovias;;;;;
JABOTICABAL;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;60-64;63;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
JABOTICABAL;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;60-64;60;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;;;
JABOTICABAL;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;60-64;62;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;;;
JABOTICABAL;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;35-39;35;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;;;
CAMPINAS;Campinas;2015;7;JULHO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;26;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;;;
CAMPINAS;Campinas;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;55-59;57;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
CAMPINAS;Campinas;2015;7;JULHO;NAO DISPONIVEL;NOITE;ATROPELAMENTO;PEDESTRE;40-44;40;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;;;
CAMPINAS;Campinas;2015;7;JULHO;MASCULINO;MANHA;CHOQUE;AUTOMOVEL;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
CHAVANTES;Marília;2015;7;JULHO;FEMININO;TARDE;OUTROS;AUTOMOVEL;75-79;79;;PASSAGEIRO;PUBLICO;SÁBADO;Rodovias;;;;;
SANTA CRUZ DO RIO PARDO;Marília;2015;7;JULHO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
QUINTANA;Marília;2015;7;JULHO;MASCULINO;TARDE;OUTROS;CAMINHAO;40-44;41;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
RINOPOLIS;Marília;2015;7;JULHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;35-39;37;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
MARILIA;Marília;2015;7;JULHO;MASCULINO;MANHA;OUTROS;AUTOMOVEL;30-34;30;;CONDUTOR;NAO DISPONIVEL;SÁBADO;Vias Municipais;;;;;
MARILIA;Marília;2015;7;JULHO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;40-44;42;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
OURINHOS;Marília;2015;7;JULHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;73;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
ASSIS;Marília;2015;7;JULHO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;27;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
ASSIS;Marília;2015;7;JULHO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;55-59;58;;PASSAGEIRO;PUBLICO;SÁBADO;Rodovias;;;;;
ASSIS;Marília;2015;7;JULHO;MASCULINO;NOITE;COLISAO;BICICLETA;60-64;61;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;;;
ASSIS;Marília;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;55-59;56;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
ADAMANTINA;Presidente Prudente;2015;7;JULHO;FEMININO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;38;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Vias Municipais;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;65-69;66;;CONDUTOR;PUBLICO;TERÇA;Rodovias;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;55-59;56;;PASSAGEIRO;PUBLICO;TERÇA;Rodovias;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;81;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;75-79;78;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;65-69;67;;NAO DISPONIVEL;NAO DISPONIVEL;TERÇA;Vias Municipais;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;35-39;35;;NAO DISPONIVEL;NAO DISPONIVEL;TERÇA;Vias Municipais;;;;;
PRESIDENTE PRUDENTE;Presidente Prudente;2015;7;JULHO;FEMININO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;75-79;79;;NAO DISPONIVEL;NAO DISPONIVEL;SEXTA;Vias Municipais;;;;;
IEPE;Presidente Prudente;2015;7;JULHO;MASCULINO;NOITE;OUTROS;AUTOMOVEL;40-44;44;;CONDUTOR;PUBLICO;TERÇA;Rodovias;;;;;
MARABA PAULISTA;Presidente Prudente;2015;7;JULHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;18-24;19;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;;;;;
TEODORO SAMPAIO;Presidente Prudente;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;SEXTA;Rodovias;;;;;
ITAPOLIS;Central;2015;7;JULHO;MASCULINO;MANHA;COLISAO;BICICLETA;75-79;75;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
PANORAMA;Presidente Prudente;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;COLISAO;BICICLETA;40-44;43;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
ADAMANTINA;Presidente Prudente;2015;7;JULHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;69;;PEDESTRE;PUBLICO;QUINTA;Rodovias;;;;;
PRESIDENTE VENCESLAU;Presidente Prudente;2015;7;JULHO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;50-54;54;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
BORBOREMA;Central;2015;7;JULHO;FEMININO;NOITE;CHOQUE;AUTOMOVEL;60-64;61;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
BORBOREMA;Central;2015;7;JULHO;FEMININO;TARDE;COLISAO;AUTOMOVEL;0-17;10;;PASSAGEIRO;PUBLICO;SEGUNDA;Rodovias;;;;;
BORBOREMA;Central;2015;7;JULHO;FEMININO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;0-17;10;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Rodovias;;;;;
CANDIDO RODRIGUES;Central;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;45-49;48;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
IBITINGA;Central;2015;7;JULHO;NAO DISPONIVEL;MADRUGADA;COLISAO;CAMINHAO;18-24;19;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
IBITINGA;Central;2015;7;JULHO;MASCULINO;TARDE;COLISAO;NAO DISPONIVEL;18-24;20;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
ARARAQUARA;Central;2015;7;JULHO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;0-17;11;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;;;;;
GUARACI;Barretos;2015;7;JULHO;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;25-29;26;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
OLIMPIA;Barretos;2015;7;JULHO;FEMININO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;35-39;39;;NAO DISPONIVEL;NAO DISPONIVEL;SEXTA;Vias Municipais;;;;;
OLIMPIA;Barretos;2015;7;JULHO;FEMININO;MANHA;COLISAO;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
ITUVERAVA;Franca;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;OUTROS;AUTOMOVEL;45-49;49;;PASSAGEIRO;PUBLICO;SEXTA;Rodovias;;;;;
BATATAIS;Franca;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;45-49;46;;PEDESTRE;PRIVADO;SEXTA;Vias Municipais;;;;;
BATATAIS;Franca;2015;7;JULHO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;40-44;41;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;;;;;
ALTINOPOLIS;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;75-79;78;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
BARRINHA;Ribeirão Preto;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;50;;PEDESTRE;PUBLICO;QUINTA;Rodovias;;;;;
DUMONT;Ribeirão Preto;2015;7;JULHO;FEMININO;MADRUGADA;COLISAO;MOTOCICLETA;0-17;15;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;;;;;
DUMONT;Ribeirão Preto;2015;7;JULHO;FEMININO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;;;
JARDINOPOLIS;Ribeirão Preto;2015;7;JULHO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;71;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
MORRO AGUDO;Franca;2015;7;JULHO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO SIMAO;Ribeirão Preto;2015;7;JULHO;MASCULINO;NOITE;OUTROS;AUTOMOVEL;70-74;72;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
TRABIJU;Central;2015;7;JULHO;NAO DISPONIVEL;NOITE;ATROPELAMENTO;PEDESTRE;25-29;28;;PEDESTRE;PUBLICO;QUARTA;Rodovias;;;;;
DESCALVADO;Central;2015;7;JULHO;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;50-54;51;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
DESCALVADO;Central;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;45-49;47;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
PORTO FERREIRA;Central;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;2;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
PORTO FERREIRA;Central;2015;7;JULHO;MASCULINO;NOITE;COLISAO;BICICLETA;0-17;14;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SANTA CRUZ DA ESPERANCA;Ribeirão Preto;2015;7;JULHO;FEMININO;TARDE;COLISAO;AUTOMOVEL;70-74;74;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;;;;;
SERTAOZINHO;Ribeirão Preto;2015;7;JULHO;FEMININO;TARDE;COLISAO;MOTOCICLETA;30-34;34;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SERTAOZINHO;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;45-49;46;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
ARARAQUARA;Central;2015;7;JULHO;FEMININO;NOITE;OUTROS;AUTOMOVEL;0-17;8;;PASSAGEIRO;PUBLICO;SEGUNDA;Rodovias;;;;;
BARRETOS;Barretos;2015;7;JULHO;MASCULINO;MANHA;NAO DISPONIVEL;MOTOCICLETA;55-59;55;;NAO DISPONIVEL;NAO DISPONIVEL;DOMINGO;Vias Municipais;;;;;
FRANCA;Franca;2015;7;JULHO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
FRANCA;Franca;2015;7;JULHO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;60-64;64;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
FRANCA;Franca;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;OUTROS;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
FRANCA;Franca;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;COLISAO;BICICLETA;30-34;31;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
FRANCA;Franca;2015;7;JULHO;MASCULINO;NOITE;COLISAO;CAMINHAO;60-64;64;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
SOROCABA;Sorocaba;2015;7;JULHO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
RIO CLARO;Campinas;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;25-29;27;;PEDESTRE;PUBLICO;SÁBADO;Rodovias;;;;;
SAO CARLOS;Central;2015;7;JULHO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;45-49;48;;NAO DISPONIVEL;NAO DISPONIVEL;QUARTA;Vias Municipais;;;;;
BARRETOS;Barretos;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;45-49;47;;PASSAGEIRO;PUBLICO;TERÇA;Rodovias;;;;;
GUAIRA;Barretos;2015;7;JULHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;40-44;41;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
JABOTICABAL;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;50-54;52;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
JABOTICABAL;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;40-44;42;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;NOITE;OUTROS;NAO DISPONIVEL;30-34;33;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;80 ou mais;84;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;FEMININO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;24;;NAO DISPONIVEL;PUBLICO;SEXTA;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;25-29;27;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;70;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;24;;NAO DISPONIVEL;NAO DISPONIVEL;QUARTA;Vias Municipais;;;;;
RIBEIRAO PRETO;Ribeirão Preto;2015;7;JULHO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;79;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
CATIGUA;São José do Rio Preto;2015;7;JULHO;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;25-29;27;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;;;
ITAJOBI;São José do Rio Preto;2015;7;JULHO;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;25-29;26;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
SANTA ADELIA;São José do Rio Preto;2015;7;JULHO;FEMININO;MANHA;OUTROS;AUTOMOVEL;0-17;7;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
ELISIARIO;São José do Rio Preto;2015;7;JULHO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;70-74;70;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
PALMEIRA D OESTE;São José do Rio Preto;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;18-24;19;;PEDESTRE;PUBLICO;QUARTA;Rodovias;;;;;
ASPASIA;São José do Rio Preto;2015;7;JULHO;NAO DISPONIVEL;NOITE;OUTROS;ONIBUS;40-44;42;;PASSAGEIRO;PUBLICO;TERÇA;Rodovias;;;;;
NIPOA;São José do Rio Preto;2015;7;JULHO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;75-79;76;;PASSAGEIRO;PUBLICO;SEXTA;Vias Municipais;;;;;
