Cidade Considerada;Região Administrativa;Ano Óbito;Mês Óbito;Mês Descrição;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etária;Idade;Hora Acidente;Tipo Vítima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia;KM Arredondado;Outro Veículo Envolvido
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;25-29;28;;PASSAGEIRO;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;45-49;46;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;65-69;69;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MANHA;OUTROS;ONIBUS;65-69;68;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;82;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;COLISAO;AUTOMOVEL;35-39;39;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;65-69;67;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;52;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;NAO DISPONIVEL;TARDE;ATROPELAMENTO;PEDESTRE;65-69;69;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;OUTROS;BICICLETA;30-34;34;;CONDUTOR;NAO DISPONIVEL;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;84;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;45-49;46;;NAO DISPONIVEL;NAO DISPONIVEL;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;CHOQUE;AUTOMOVEL;70-74;74;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;OUTROS;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;76;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;35-39;36;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;20;;NAO DISPONIVEL;NAO DISPONIVEL;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;67;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;70-74;72;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;NAO DISPONIVEL;MADRUGADA;CHOQUE;AUTOMOVEL;NAO DISPONIVEL;NAO DISPONIVEL;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;8;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;30;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;42;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;60-64;60;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;0-17;14;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;18-24;20;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;25-29;28;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;74;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;63;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;69;;PEDESTRE;PUBLICO;TERÇA;Rodovias;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;35-39;37;;PEDESTRE;PUBLICO;TERÇA;Rodovias;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;CHOQUE;AUTOMOVEL;18-24;18;;PASSAGEIRO;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;55-59;57;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;18-24;19;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;AUTOMOVEL;80 ou mais;81;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;35-39;39;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;33;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;49;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;OUTROS;AUTOMOVEL;55-59;57;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;82;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;34;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;27;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;38;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;55-59;55;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;COLISAO;MOTOCICLETA;0-17;17;;PASSAGEIRO;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;NAO DISPONIVEL;TARDE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;25-29;29;;PASSAGEIRO;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;57;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;40-44;41;;NAO DISPONIVEL;NAO DISPONIVEL;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;50-54;50;;PEDESTRE;PUBLICO;QUARTA;Rodovias;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;COLISAO;MOTOCICLETA;40-44;43;;PASSAGEIRO;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;30-34;34;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;18-24;20;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;36;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;70-74;74;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;90;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;55-59;56;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;18;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;85;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;4;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;25-29;28;;NAO DISPONIVEL;NAO DISPONIVEL;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;47;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;OUTROS;BICICLETA;0-17;11;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;61;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
MAUA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;0-17;15;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;38;;NAO DISPONIVEL;NAO DISPONIVEL;QUINTA;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;82;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
SAO BERNARDO DO CAMPO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;45-49;49;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO BERNARDO DO CAMPO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;20;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
SAO BERNARDO DO CAMPO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;26;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;NOITE;COLISAO;AUTOMOVEL;35-39;38;;PASSAGEIRO;PUBLICO;SEXTA;Rodovias;;;;;
SAO BERNARDO DO CAMPO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;36;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
RIBEIRAO PIRES;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;60-64;60;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;;;;;
RIO GRANDE DA SERRA;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;10;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
DIADEMA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;9;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;;;
DIADEMA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
SANTO ANDRE;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;66;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
DIADEMA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;0-17;16;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
MAUA;Metropolitana de São Paulo;2015;1;JANEIRO;NAO DISPONIVEL;TARDE;ATROPELAMENTO;PEDESTRE;60-64;63;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO BERNARDO DO CAMPO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;18-24;23;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
SAO BERNARDO DO CAMPO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;;;;;
EMBU-GUACU;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
PRAIA GRANDE;Baixada Santista;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;BICICLETA;18-24;22;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
SAO PAULO;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;55-59;59;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;;;
FRANCO DA ROCHA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;60-64;63;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;;;;;
CAIEIRAS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;30;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;;;
FRANCO DA ROCHA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;40-44;44;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;19;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;0-17;15;;PASSAGEIRO;PUBLICO;SÁBADO;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;0-17;16;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;45-49;46;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;;;
MAIRIPORA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;ONIBUS;NAO DISPONIVEL;NAO DISPONIVEL;;NAO DISPONIVEL;PUBLICO;SÁBADO;Rodovias;;;;;
MAIRIPORA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;ONIBUS;NAO DISPONIVEL;NAO DISPONIVEL;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
MAIRIPORA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;40-44;42;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
GUARULHOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;50-54;54;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
FERRAZ DE VASCONCELOS;Metropolitana de São Paulo;2015;1;JANEIRO;NAO DISPONIVEL;MADRUGADA;COLISAO;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;;;
FERRAZ DE VASCONCELOS;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;;;
GUARAREMA;Metropolitana de São Paulo;2015;1;JANEIRO;FEMININO;TARDE;COLISAO;AUTOMOVEL;25-29;28;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;;;
GUARAREMA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;18-24;23;;PASSAGEIRO;PUBLICO;SÁBADO;Vias Municipais;;;;;
ITAQUAQUECETUBA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;40-44;42;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;;;;;
ITAQUAQUECETUBA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;OUTROS;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;;;
ITAQUAQUECETUBA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;OUTROS;MOTOCICLETA;0-17;9;;PASSAGEIRO;PUBLICO;SEXTA;Vias Municipais;;;;;
ITAQUAQUECETUBA;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;18-24;22;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;;;
MOGI DAS CRUZES;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;42;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;;;;;
MOGI DAS CRUZES;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;30-34;34;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;;;
MOGI DAS CRUZES;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;41;;PEDESTRE;PUBLICO;SÁBADO;Rodovias;;;;;
MOGI DAS CRUZES;Metropolitana de São Paulo;2015;1;JANEIRO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;25-29;29;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;;;
